PO_Date,PO_Number,Item_ID,Item_Description,Item_Type,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_Country,Vendor_State,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Status,Contract_Price,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_At_UOM,Price_Per_UOM,Total_Price,Department,Budget,Requestor
05-08-2022,PO0294,IT19,Plaster,Consumable,Terumo,351,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,16,2,EA,1,43,9,387,Nursing Department,50000000,Stephanie Crohan
29-10-2022,PO0295,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,13,2,DZ,12,44,120,5280,Radiology Department,50000000,Nico Jollands
24-09-2022,PO0296,IT21,Surgical Mask,Consumable,Abbott,318,DZ,PK50,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,16,30,PK50,50,37,52,1924,Nursing Department,50000000,Stephanie Crohan
24-05-2022,PO0297,IT22,Oxygen Mask,Consumable,Becton Dickinson,390,DZ,PK50,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,19,80,PK50,50,24,600,14400,Outpatient Department,50000000,Helaina Hammersley
20-12-2021,PO0298,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,16,70,EA,1,34,1,34,Surgical Department,50000000,Lynn Gilvear
11-02-2022,PO0299,IT24,Needle,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,1,28,PK100,100,48,500,24000,Radiology Department,50000000,Ashly Shore
19-11-2021,PO0300,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,9,28,EA,1,46,10,460,Surgical Department,50000000,Phillipp Daen
25-09-2021,PO0301,IT26,Surgical Clamps,Consumable,Cardinal Health,372,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,15,61,EA,1,45,37,1665,Paramedical Department,50000000,Lion Philimore
08-08-2022,PO0302,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,11,14,DZ,12,12,175,2100,Nursing Department,50000000,Selina MacDwyer
06-12-2021,PO0303,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,20,13,EA,1,46,1600,73600,Surgical Department,50000000,Tim Giles
18-05-2021,PO0304,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,14,42,EA,1,37,65,2405,Nursing Department,50000000,Devin Teml
07-08-2022,PO0305,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,9,22,EA,1,32,64,2048,Paramedical Department,50000000,Lilly Ondricek
14-07-2022,PO0306,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,20,7,EA,1,19,2980,56620,Outpatient Department,50000000,Calvin Graben
29-01-2022,PO0307,IT32,Mayo Stands,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,6,91,EA,1,5,84,420,Nursing Department,50000000,Stephanie Crohan
10-09-2021,PO0308,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,15,37,EA,1,46,15,690,Nursing Department,50000000,Stephanie Crohan
22-05-2021,PO0309,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,29,EA,1,34,5.2,176.8,Surgical Department,50000000,Lynn Gilvear
03-12-2022,PO0310,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,18,23,EA,1,39,247,9633,Paramedical Department,50000000,Lion Philimore
08-08-2021,PO0311,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,3,37,EA,1,38,1200,45600,Nursing Department,50000000,Devin Teml
14-08-2022,PO0312,IT37,Defibrillators,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,14,61,EA,1,4,1500,6000,Surgical Department,50000000,Tim Giles
21-05-2022,PO0313,IT38,Wheelchairs,Non-Consumable,Advin Healthcare,324,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,18,17,EA,1,31,83,2573,Paramedical Department,50000000,Lion Philimore
15-11-2022,PO0314,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,12,EA,1,6,165,990,Nursing Department,50000000,Stephanie Crohan
01-03-2022,PO0315,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK100,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,95,PK100,100,9,2490,22410,Paramedical Department,50000000,Lion Philimore
22-07-2022,PO0316,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,12,84,EA,1,20,4.9,98,Nursing Department,50000000,Selina MacDwyer
01-05-2022,PO0317,IT42,Gauze,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,24,10,EA,1,32,6.8,217.6,Outpatient Department,50000000,Calvin Graben
05-06-2021,PO0318,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,6,76,DZ,12,16,175,2800,Paramedical Department,50000000,Lilly Ondricek
30-04-2021,PO0319,IT44,Trays,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,20,67,EA,1,50,11,550,Surgical Department,50000000,Alie Gorey
14-12-2022,PO0320,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK100,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,4,60,PK100,100,6,105,630,Nursing Department,50000000,Stephanie Crohan
20-01-2022,PO0321,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,17,75,EA,1,22,2000,44000,Surgical Department,50000000,Alana Rich
23-11-2021,PO0322,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,13,14,EA,1,47,860,40420,Nursing Department,50000000,Stephanie Crohan
01-01-2022,PO0323,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,21,95,EA,1,8,20,160,Paramedical Department,50000000,Lion Philimore
07-08-2021,PO0324,IT49,Tourniquet,Consumable,Terumo,351,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,20,85,EA,1,28,264,7392,Surgical Department,50000000,Lynn Gilvear
06-04-2022,PO0325,IT50,Splints,Consumable,Nipro,347,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,21,74,EA,1,14,11,154,Surgical Department,50000000,Tim Giles
03-01-2022,PO0326,IT51,Slings,Consumable,Abbott,318,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,14,60,EA,1,29,7,203,Surgical Department,50000000,Lynn Gilvear
27-10-2021,PO0327,IT52,ECG Machine,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,24,82,EA,1,42,305,12810,Surgical Department,50000000,Tim Giles
24-04-2021,PO0328,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,22,31,EA,1,16,14,224,Nursing Department,50000000,Stephanie Crohan
16-10-2021,PO0329,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,22,23,EA,1,19,12,228,Nursing Department,50000000,Devin Teml
01-04-2022,PO0330,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,4,41,EA,1,32,60,1920,Nursing Department,50000000,Stephanie Crohan
31-08-2021,PO0331,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,21,48,EA,1,10,170,1700,Outpatient Department,50000000,Wilmar Bignold
16-06-2022,PO0332,IT2,Scissor,Non-Consumable,Teleflex,315,DZ,DZ,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,21,64,DZ,12,50,55,2750,Surgical Department,50000000,Phillipp Daen
17-10-2022,PO0333,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,96,EA,1,15,2040,30600,Nursing Department,50000000,Selina MacDwyer
03-10-2021,PO0334,IT4,Magnifier,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,2,99,EA,1,9,8,72,Radiology Department,50000000,Nico Jollands
04-04-2021,PO0335,IT5,Weighing Scale,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,2,93,EA,1,37,25,925,Surgical Department,50000000,Alana Rich
16-10-2021,PO0336,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,2,76,EA,1,1,5.5,5.5,Outpatient Department,50000000,Helaina Hammersley
04-07-2022,PO0337,IT7,Face Mask,Consumable,Ribbel International Ltd,378,PK50,PK50,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,10,39,PK50,50,8,50,400,Surgical Department,50000000,Alana Rich
09-06-2021,PO0338,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,15,72,EA,1,31,12,372,Paramedical Department,50000000,Merry Paz
27-01-2022,PO0339,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,17,PK50,50,4,100,400,Outpatient Department,50000000,Calvin Graben
24-04-2021,PO0340,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,13,46,EA,1,5,7,35,Surgical Department,50000000,Tim Giles
03-05-2021,PO0341,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,1,94,EA,1,2,1200,2400,Radiology Department,50000000,Ashly Shore
31-10-2021,PO0342,IT12,Otoscope,Non-Consumable,Becton Dickinson,390,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,20,68,EA,1,37,150,5550,Surgical Department,50000000,Alie Gorey
28-08-2022,PO0343,IT13,Thermometer,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,20,7,EA,1,41,38,1558,Nursing Department,50000000,Devin Teml
07-10-2022,PO0344,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,22,39,DZ,12,37,144,5328,Surgical Department,50000000,Alana Rich
22-11-2022,PO0345,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,22,99,PK50,50,31,1800,55800,Surgical Department,50000000,Lynn Gilvear
07-09-2021,PO0346,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,13,96,EA,1,21,2200,46200,Surgical Department,50000000,Tim Giles
29-09-2022,PO0347,IT17,Bandage,Consumable,Teleflex,315,DZ,PK50,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,5,95,PK50,50,4,90,360,Nursing Department,50000000,Stephanie Crohan
29-07-2022,PO0348,IT18,Crutches,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,23,82,EA,1,15,13,195,Surgical Department,50000000,Tim Giles
10-06-2022,PO0349,IT19,Plaster,Consumable,Terumo,351,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,16,2,EA,1,20,13,260,Surgical Department,50000000,Alana Rich
13-11-2021,PO0350,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,13,2,DZ,12,23,123,2829,Paramedical Department,50000000,Lion Philimore
09-09-2022,PO0351,IT21,Surgical Mask,Consumable,Abbott,318,DZ,PK100,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,16,30,PK100,100,20,105,2100,Nursing Department,50000000,Stephanie Crohan
04-04-2021,PO0352,IT22,Oxygen Mask,Consumable,Ribbel International Ltd,378,DZ,PK100,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,19,80,PK100,100,47,1220,57340,Surgical Department,50000000,Alie Gorey
16-09-2022,PO0353,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,Grifols,V213,USA,Utah,Salt Lake City,Yes,1015,quam pharetra magna ac,Fixed Price,06-07-2021,07-10-2022,In Contract,16,70,EA,1,12,1.1,13.2,Surgical Department,50000000,Tim Giles
22-09-2022,PO0354,IT24,Needle,Consumable,Abbott,318,PK50,PK50,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,1,28,PK50,50,1,249.5,249.5,Surgical Department,50000000,Lynn Gilvear
09-09-2022,PO0355,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,9,28,EA,1,1,9,9,Nursing Department,50000000,Selina MacDwyer
25-08-2021,PO0356,IT26,Surgical Clamps,Consumable,Cardinal Health,372,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,15,61,EA,1,46,37,1702,Paramedical Department,50000000,Lion Philimore
04-10-2022,PO0357,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,11,14,DZ,12,43,175,7525,Paramedical Department,50000000,Lilly Ondricek
17-01-2022,PO0358,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,20,13,EA,1,42,1600,67200,Surgical Department,50000000,Alie Gorey
15-09-2021,PO0359,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,14,42,EA,1,25,65,1625,Radiology Department,50000000,Ashly Shore
28-10-2021,PO0360,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,9,22,EA,1,25,64,1600,Nursing Department,50000000,Stephanie Crohan
23-09-2021,PO0361,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,20,7,EA,1,9,2980,26820,Surgical Department,50000000,Tim Giles
01-10-2021,PO0362,IT32,Mayo Stands,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,6,91,EA,1,35,84,2940,Surgical Department,50000000,Phillipp Daen
24-04-2022,PO0363,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,15,37,EA,1,45,15,675,Paramedical Department,50000000,Lilly Ondricek
13-07-2021,PO0364,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,29,EA,1,41,5.2,213.2,Surgical Department,50000000,Lynn Gilvear
03-05-2021,PO0365,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,18,23,EA,1,16,247,3952,Paramedical Department,50000000,Lion Philimore
14-10-2022,PO0366,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,3,37,EA,1,49,1200,58800,Paramedical Department,50000000,Lion Philimore
28-09-2021,PO0367,IT37,Defibrillators,Non-Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,14,61,EA,1,1,1500,1500,Paramedical Department,50000000,Lion Philimore
03-05-2021,PO0368,IT38,Wheelchairs,Non-Consumable,Advin Healthcare,324,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,18,17,EA,1,33,83,2739,Surgical Department,50000000,Phillipp Daen
07-04-2021,PO0369,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,12,EA,1,33,165,5445,Surgical Department,50000000,Tim Giles
19-04-2021,PO0370,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,95,PK50,50,24,1245,29880,Nursing Department,50000000,Devin Teml
17-12-2021,PO0371,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,12,84,EA,1,27,4.9,132.3,Nursing Department,50000000,Devin Teml
26-10-2021,PO0372,IT42,Gauze,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,24,10,EA,1,22,6.8,149.6,Surgical Department,50000000,Phillipp Daen
15-08-2021,PO0373,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,6,76,DZ,12,28,175,4900,Surgical Department,50000000,Alana Rich
25-09-2022,PO0374,IT44,Trays,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,20,67,EA,1,50,11,550,Surgical Department,50000000,Tim Giles
16-09-2021,PO0375,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK50,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,4,60,PK50,50,47,52.5,2467.5,Surgical Department,50000000,Alana Rich
13-08-2021,PO0376,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,17,75,EA,1,46,2000,92000,Nursing Department,50000000,Stephanie Crohan
